Family,Genus,Species,Subspecies,Cvalue,Source
Fungi,Armillaria,ostoyae,,0.057,
Fungi,Armillaria,ostoyae,,0.058,
Fungi,Armillaria,ostoyae,,0.061,
Fungi,Armillaria,sinapina,,0.074,
Fungi,Armillaria,sinapina,,0.076,
Fungi,Armillaria,sinapina,,0.118,
Fungi,Armillaria,solidipes,,0.059,
Fungi,Armillaria sp.,NABS X,,0.075,
Fungi,Armillaria sp.,NABS X,,0.077,
Fungi,Armillaria sp.,NABS X,,0.077,
Fungi,Armillaria sp.,NABS XI,,0.074,
Fungi,Armillaria sp.,NABS XI,,0.078,
Fungi,Atheniella,adonis,,0.121,
Fungi,Auriculariopsis,albomellea,,0.052,
Fungi,Baeospora,myosura,,0.062,
Fungi,Clavaria,fumosa,,0.072,
Fungi,Clitocybe,gibba,,0.067,
Fungi,Coprinopsis,cinerea,,0.035,
Fungi,Coprinopsis,cinerea,,0.037,
Fungi,Coprinopsis,cinerea,,0.038,
Fungi,Coprinopsis,Coprinopsis strossmayeri,,0.034,
Fungi,Cortinarius,glaucopus A,,0.065,
Fungi,Crepidotus,,,0.072,
Fungi,Crinipellis,perniciosa,,0.031,
Fungi,Crinipellis,perniciosa,,0.031,
Fungi,Cyathus,striatus,,0.093,
Fungi,Cylindrobasidium,torrendii,,0.032,
Fungi,Cystoderma,adnatifolium,,0.049,
Fungi,Cystoderma,amianthinum,,0.04,
Fungi,Cystoderma,carcharias,,0.034,
Fungi,Cystoderma,granulosum,,0.051,
Fungi,Cystoderma,jasonis,,0.035,
Fungi,Cystoderma,terrei,,0.089,
Fungi,Fistulina,hepatica,,0.035,
Fungi,Flammulina,velutipes,,0.036,
Fungi,Flammulina,velutipes,,0.036,
Fungi,Galerina,marginata,,0.061,
Fungi,Guyanagaster,necrorhizus,,0.055,
Fungi,Gymnopilus,chrysopellus,,0.048,
Fungi,Gymnopus,androsaceus,,0.091,
Fungi,Gymnopus,luxurians,,0.068,
Fungi,Hebeloma,cylindrosporum,,0.039,
Fungi,Hypholoma,lateritium,,0.049,
Fungi,Hypsizygus,marmoreus,,0.051,
Fungi,Laccaria,amethystina,,0.053,
Fungi,Laccaria,bicolor,,0.062,
Fungi,Laccaria,bicolor,,0.066,
Fungi,Lampteromyces,japonicus,,0.032,
Fungi,Lampteromyces,japonicus,,0.033,
Fungi,Lampteromyces,japonicus,,0.035,
Fungi,Lentinula,edodes,,0.034,
Fungi,Lentinula,edodes,,0.038,
Fungi,Lentinula,edodes,,0.038,
Fungi,Lentinula,edodes,,0.041,
Fungi,Lentinula,edodes,,0.042,
Fungi,Lentinula,edodes,,0.043,
Fungi,Lentinula,edodes,,0.047,
Fungi,Lentinula,lateritia,,0.046,
Fungi,Lepista,nuda,,0.044,
Fungi,Lepista,sordida,,0.058,
Fungi,Leucoagaricus,gongylophorus,,0.103,
Fungi,Leucoagaricus,gongylophorus,,0.104,
Fungi,Lyophyllum,decastes,,0.044,
Fungi,Lyophyllum,shimeji,,0.054,
Fungi,Macrocystidia,cucumis,,0.048,
Fungi,Macrolepiota,fuliginosa,,0.047,
Fungi,Moniliophthora,perniciosa,,0.019,
Fungi,Moniliophthora,perniciosa,,0.027,
Fungi,Moniliophthora,perniciosa,,0.034,
Fungi,Moniliophthora,perniciosa,,0.04,
Fungi,Moniliophthora,roreri,,0.053,
Fungi,Moniliophthora,roreri,,0.059,
Fungi,Mycena,alexandri,,0.135,
Fungi,Mycena,amicta,,0.083,
Fungi,Mycena,belliarum,,0.058,
Fungi,Mycena,capillaripes,,0.123,
Fungi,Mycena,chlorophos,,0.045,
Fungi,Mycena,crocata,,0.096,
Fungi,Mycena,epipterygia,,0.121,
Fungi,Mycena,filopes,,0.086,
Fungi,Mycena,galopus,,0.216,
Fungi,Mycena,haematopus,,0.064,
Fungi,Mycena,rebaudengoi,,0.224,
Fungi,Mycena,rosella,,0.132,
Fungi,Mycena,sanguinolenta,,0.118,
Fungi,Mycena,sp.,,0.182,
Fungi,Mycena,vitilis,,0.115,
Fungi,Mycena,vitilis,,0.115,
Fungi,Omphalotus,illudens,,0.032,
Fungi,Omphalotus,illudens,,0.033,
Fungi,Omphalotus,olearius,,0.029,
Fungi,Omphalotus,olearius,,0.032,
Fungi,Omphalotus,olearius,,0.032,
Fungi,Omphalotus,olearius,,0.033,
Fungi,Panaeolus,papilionaceus,,0.052,
Fungi,Panellus,stipticus,,0.054,
Fungi,Panellus,stipticus,,0.058,
Fungi,Pleurotus,calyptratus,,0.03,
Fungi,Pleurotus,calyptratus,,0.038,
Fungi,Pleurotus,calyptratus,,0.041,
Fungi,Pleurotus,cystidiosus,,0.022,
Fungi,Pleurotus,djamor,,0.04,
Fungi,Pleurotus,djamor,,0.067,
Fungi,Pleurotus,djamor,,0.067,
Fungi,Pleurotus,djamor,,0.068,
Fungi,Pleurotus,dryinus,,0.037,
Fungi,Pleurotus,eryngii,,0.045,
Fungi,Pleurotus,eryngii,,0.045,
Fungi,Pleurotus,eryngii,,0.048,
Fungi,Pleurotus,eryngii,,0.051,
Fungi,Pleurotus,eryngii,,0.051,
Fungi,Pleurotus,eryngii,,0.052,
Fungi,Pleurotus,eryngii,,0.053,
Fungi,Pleurotus,fuscus,,0.05,
Fungi,Pleurotus,ostreatus,,0.014,
Fungi,Pleurotus,ostreatus,,0.02,
Fungi,Pleurotus,ostreatus,,0.021,
Fungi,Pleurotus,ostreatus,,0.022,
Fungi,Pleurotus,ostreatus,,0.022,
Fungi,Pleurotus,ostreatus,,0.023,
Fungi,Pleurotus,ostreatus,,0.025,
Fungi,Pleurotus,ostreatus,,0.025,
Fungi,Pleurotus,ostreatus,,0.025,
Fungi,Pleurotus,ostreatus,,0.026,
Fungi,Pleurotus,ostreatus,,0.026,
Fungi,Pleurotus,ostreatus,,0.028,
Fungi,Pleurotus,ostreatus,,0.03,
Fungi,Pleurotus,ostreatus,,0.03,
Fungi,Pleurotus,ostreatus,,0.032,
Fungi,Pleurotus,ostreatus,,0.033,
Fungi,Pleurotus,ostreatus,,0.033,
Fungi,Pleurotus,ostreatus,,0.033,
Fungi,Pleurotus,ostreatus,,0.033,
Fungi,Pleurotus,ostreatus,,0.034,
Fungi,Pleurotus,ostreatus,,0.034,
Fungi,Pleurotus,ostreatus,,0.035,
Fungi,Pleurotus,ostreatus,,0.035,
Fungi,Pleurotus,ostreatus,,0.035,
Fungi,Pleurotus,ostreatus,,0.035,
Fungi,Pleurotus,ostreatus,,0.036,
Fungi,Pleurotus,ostreatus,,0.036,
Fungi,Pleurotus,ostreatus,,0.036,
Fungi,Pleurotus,ostreatus,,0.036,
Fungi,Pleurotus,ostreatus,,0.037,
Fungi,Pleurotus,ostreatus,,0.037,
Fungi,Pleurotus,ostreatus,,0.037,
Fungi,Pleurotus,ostreatus,,0.037,
Fungi,Pleurotus,ostreatus,,0.049,
Fungi,Pleurotus,pulmonarius,,0.016,
Fungi,Pleurotus,pulmonarius,,0.029,
Fungi,Pleurotus,pulmonarius,,0.031,
Fungi,Pleurotus,pulmonarius,,0.031,
Fungi,Pleurotus,pulmonarius,,0.033,
Fungi,Pleurotus,pulmonarius,,0.033,
Fungi,Pleurotus,pulmonarius,,0.033,
Fungi,Pleurotus,pulmonarius,,0.034,
Fungi,Pleurotus,pulmonarius,,0.035,
Fungi,Pleurotus,pulmonarius,,0.035,
Fungi,Pleurotus,pulmonarius,,0.035,
Fungi,Pleurotus,pulmonarius,,0.036,
Fungi,Pleurotus,pulmonarius,,0.036,
Fungi,Pleurotus,pulmonarius,,0.036,
Fungi,Pleurotus,pulmonarius,,0.037,
Fungi,Pleurotus,pulmonarius,,0.037,
Fungi,Pleurotus,pulmonarius,,0.044,
Fungi,Pleurotus,pulmonarius,,0.055,
Fungi,Plicaturopsis,crispa,,0.035,
Fungi,Saproamanita,inopinata,,0.023,
Fungi,Schizophyllum,commune,,0.037,
Fungi,Schizophyllum,commune,,0.039,
Fungi,Schizophyllum,commune,,0.039,
Fungi,Schizophyllum,commune,,0.039,
Fungi,Schizophyllum,commune,,0.039,
Fungi,Schizophyllum,commune,,0.04,
Fungi,Schizophyllum,commune,,0.04,
Fungi,Termitomyces,,,0.069,
Fungi,Termitomyces,,,0.094,
Fungi,Tricholoma,matsutake,,0.135,
Fungi,Tricholoma,matsutake,,0.18,
Fungi,Volvariella,volvacea,,0.037,
Fungi,Volvariella,volvacea,,0.037,
Fungi,Volvariella,volvacea,,0.046,
Fungi,Volvariella,volvacea,,0.054,
Fungi,Hydnum,repandum,,0.069,
Fungi,Inonotus,hispidus,,0.042,
Fungi,Lactarius,quietus,,0.119,
Fungi,Lactarius,quietus,,0.119,
Fungi,Lentinellus,vulpinus,,0.035,
Fungi,Agaricostilbum,hyphaenes,,0.018,
Fungi,Fibularhizoctonia,sp.,,0.097,
Fungi,Piloderma,bicolor,,0.061,
Fungi,Atractiella,rhizophila,,0.053,
Fungi,Aporpium,caryae,,0.04,
Fungi,Auricularia,delicata,,0.077,
Fungi,Auricularia,subglabra,,0.079,
Fungi,Exidia,glandulosa,,0.08,
Fungi,Alpova,diplophloeus,,0.046,
Fungi,Alpova,olivaceotinctus,,0.052,
Fungi,Aureoboletus,auriflammeus,,0.067,
Fungi,Austroboletus,gracilis,,0.075,
Fungi,Austrogaster,marthae,,0.099,
Fungi,Austropaxillus,boletinoides,,0.099,
Fungi,Austropaxillus,contulmensis,,0.093,
Fungi,Austropaxillus,statuum,,0.145,
Fungi,Boletellus,ananas,,0.074,
Fungi,Boletellus,betula,,0.075,
Fungi,Boletellus,projectellus,,0.069,
Fungi,Boletus,aestivalis,,0.056,
Fungi,Boletus,aestivalis,,0.058,
Fungi,Boletus,aestivalis,,0.062,
Fungi,Boletus,aestivalis,,0.065,
Fungi,Boletus,armeniacus,,0.063,
Fungi,Boletus,auripes,,0.037,
Fungi,Boletus,badius,,0.057,
Fungi,Boletus,badius,,0.066,
Fungi,Boletus,bicolor,,0.041,
Fungi,Boletus,bresinskyanus,,0.082,
Fungi,Boletus,bresinskyanus,,0.082,
Fungi,Boletus,calopus,,0.074,
Fungi,Boletus,chrysenteron,,0.057,
Fungi,Boletus,chrysenteron,,0.067,
Fungi,Boletus,chrysenteron,,0.068,
Fungi,Boletus,chrysenteron,,0.07,
Fungi,Boletus,edulis,,0.048,
Fungi,Boletus,edulis,,0.06,
Fungi,Boletus,edulis,,0.061,
Fungi,Boletus,fechtneri,,0.058,
Fungi,Boletus,ferrugineus,,0.067,
Fungi,Boletus,frostii,,0.041,
Fungi,Boletus,griseus,,0.042,
Fungi,Boletus,impolitus,,0.071,
Fungi,Boletus,luridiformis,,0.092,
Fungi,Boletus,luridiformis,,0.099,
Fungi,Boletus,luridiformis,,0.1,
Fungi,Boletus,luridiformis,,0.101,
Fungi,Boletus,luridus,,0.072,
Fungi,Boletus,luridus,,0.073,
Fungi,Boletus,miniato-olivaceus,,0.036,
Fungi,Boletus,miniato-olivaceus,,0.039,
Fungi,Boletus,morrisii,,0.044,
Fungi,Boletus,ornatipes,,0.039,
Fungi,Boletus,ornatipes,,0.043,
Fungi,Boletus,pallidus,,0.043,
Fungi,Boletus,pinophilus,,0.062,
Fungi,Boletus,pulverulentus,,0.07,
Fungi,Boletus,queletii,,0.075,
Fungi,Boletus,radicans,,0.069,
Fungi,Boletus,radicans,,0.076,
Fungi,Boletus,rhodoxanthus,,0.073,
Fungi,Boletus,rubellus,,0.063,
Fungi,Boletus,satanas,,0.069,
Fungi,Boletus,satanas,,0.075,
Fungi,Boletus,speciosus,,0.038,
Fungi,Boletus,subtomentosus,,0.059,
Fungi,Boletus,subtomentosus,,0.061,
Fungi,Boletus,subtomentosus,,0.065,
Fungi,Boletus,subtomentosus,,0.068,
Fungi,Buchwaldoboletus,lignicola,,0.074,
Fungi,Chalciporus,piperatus,,0.068,
Fungi,Chalciporus,piperatus,,0.07,
Fungi,Chalciporus,piperatus,,0.071,
Fungi,Chalciporus,rubinellus,,0.081,
Fungi,Chroogomphus,rutilus,,0.488,
Fungi,Chroogomphus,rutilus,,0.498,
Fungi,Coniophora,arida,,0.032,
Fungi,Coniophora,arida,,0.034,
Fungi,Coniophora,arida,,0.034,
Fungi,Coniophora,marmorata,,0.022,
Fungi,Coniophora,olivacea,,0.033,
Fungi,Coniophora,olivacea,,0.033,
Fungi,Coniophora,puteana,,0.032,
Fungi,Coniophora,puteana,,0.033,
Fungi,Coniophora,puteana,,0.033,
Fungi,Coniophora,puteana,,0.033,
Fungi,Coniophora,puteana,,0.033,
Fungi,Coniophora,puteana,,0.043,
Fungi,Coniophora,puteana,,0.044,
Fungi,Gastroboletus,valdivianus,,0.107,
Fungi,Gomphidius,glutinosus,,0.094,
Fungi,Gomphidius,glutinosus,,0.095,
Fungi,Gomphidius,glutinosus,,0.097,
Fungi,Gomphidius,maculatus,,0.204,
Fungi,Gomphidius,roseus,,0.311,
Fungi,Gymnopaxillus,morchelliformis,,0.192,
Fungi,Gyrodon,lividus,,0.044,
Fungi,Gyrodon,lividus,,0.05,
Fungi,Gyrodon,lividus,,0.051,
Fungi,Gyrodon,merulioides,,0.056,
Fungi,Gyroporus,castaneus,,0.204,
Fungi,Gyroporus,cyanescens,,0.095,
Fungi,Gyroporus,cyanescens,,0.098,
Fungi,Hydnomerulius,pinastri,,0.036,
Fungi,Hydnomerulius,pinastri,,0.039,
Fungi,Hygrophoropsis,aurantiaca,,0.047,
Fungi,Hygrophoropsis,aurantiaca,,0.047,
Fungi,Hygrophoropsis,aurantiaca,,0.049,
Fungi,Hygrophoropsis,aurantiaca,,0.05,
Fungi,Hygrophoropsis,aurantiaca,,0.05,
Fungi,Hygrophoropsis,aurantiaca,,0.051,
Fungi,Hygrophoropsis,aurantiaca,,0.052,
Fungi,Hygrophoropsis,aurantiaca,,0.054,
Fungi,Hygrophoropsis,aurantiaca,,0.054,
Fungi,Hygrophoropsis,aurantiaca,,0.056,
Fungi,Jaapia,argillacea,,0.046,
Fungi,Jaapia,argillacea,,0.053,
Fungi,Jaapia,argillacea,,0.053,
Fungi,Jaapia,argillacea,,0.055,
Fungi,Leccinum,aurantiacum,,0.074,
Fungi,Leccinum,chromapes,,0.039,
Fungi,Leccinum,chromapes,,0.041,
Fungi,Leccinum,crocipodium,,0.036,
Fungi,Leccinum,holopus,,0.071,
Fungi,Leccinum,holopus,,0.078,
Fungi,Leccinum,rotundifoliae,,0.073,
Fungi,Leccinum,rotundifoliae,,0.079,
Fungi,Leccinum,rubropunctum,,0.036,
Fungi,Leccinum,rugosiceps,,0.034,
Fungi,Leccinum,scabrum,,0.055,
Fungi,Leccinum,scabrum,,0.071,
Fungi,Leccinum,scabrum,,0.072,
Fungi,Leccinum,scabrum,,0.083,
Fungi,Leccinum,variicolor,,0.062,
Fungi,Leccinum,versipelle,,0.069,
Fungi,Leccinum,versipelle,,0.075,
Fungi,Leucogyrophana,arizonica,,0.025,
Fungi,Leucogyrophana,arizonica,,0.028,
Fungi,Leucogyrophana,mollusca,,0.026,
Fungi,Leucogyrophana,mollusca,,0.029,
Fungi,Leucogyrophana,mollusca,,0.036,
Fungi,Leucogyrophana,olivascens,,0.028,
Fungi,Leucogyrophana,olivascens,,0.028,
Fungi,Leucogyrophana,pinastri,,0.046,
Fungi,Leucogyrophana,pinastri,,0.051,
Fungi,Leucogyrophana,romellii,,0.054,
Fungi,Melanogaster,tuberiformis,,0.062,
Fungi,Meruliporia,incrassata,,0.077,
Fungi,Paxillus,involutus,,0.018,
Fungi,Paxillus,involutus,,0.021,
Fungi,Paxillus,involutus,,0.022,
Fungi,Paxillus,involutus,,0.024,
Fungi,Paxillus,involutus,,0.041,
Fungi,Paxillus,involutus,,0.047,
Fungi,Paxillus,involutus,,0.05,
Fungi,Paxillus,involutus,,0.055,
Fungi,Paxillus,involutus,,0.055,
Fungi,Paxillus,involutus,,0.055,
Fungi,Paxillus,involutus,,0.056,
Fungi,Paxillus,involutus,,0.056,
Fungi,Paxillus,involutus,,0.057,
Fungi,Paxillus,involutus,,0.057,
Fungi,Paxillus,involutus,,0.06,
Fungi,Paxillus,involutus,,0.062,
Fungi,Paxillus,rubicundulus,,0.054,
Fungi,Paxillus,rubicundulus,,0.054,
Fungi,Paxillus,rubicundulus,,0.055,
Fungi,Paxillus,rubicundulus,,0.056,
Fungi,Phlebopus,beniensis,,0.052,
Fungi,Phlebopus,beniensis,,0.054,
Fungi,Phylloporus,rhodoxanthus,,0.048,
Fungi,Phylloporus,rhodoxanthus,,0.049,
Fungi,Phylloporus,rhodoxanthus,,0.05,
Fungi,Pisolithus,arhizus,,0.063,
Fungi,Pisolithus,arhizus,,0.073,
Fungi,Pisolithus,microcarpus,,0.049,
Fungi,Porphyrellus,fumosipes,,0.109,
Fungi,Porphyrellus,porphyrosporus,,0.115,
Fungi,Porphyrellus,porphyrosporus,,0.12,
Fungi,Pseudoboletus,parasiticus,,0.061,
Fungi,Pseudomerulius,curtisii,,0.021,
Fungi,Pseudomerulius,curtisii,,0.024,
Fungi,Pulveroboletus,auriflammeus,,0.076,
Fungi,Pulveroboletus,curtisii,,0.044,
Fungi,Pulveroboletus,ravenelii,,0.04,
Fungi,Rhizoctonia,cucumeris,,0.049,
Fungi,Rhizoctonia,cucumeris,,0.05,
Fungi,Rhizoctonia,cucumeris,,0.055,
Fungi,Rhizopogon,fuscorubens,,0.05,
Fungi,Rhizopogon,hawkerae,,0.05,
Fungi,Rhizopogon,luteolus,,0.044,
Fungi,Rhizopogon,luteolus,,0.046,
Fungi,Rhizopogon,luteolus,,0.049,
Fungi,Rhizopogon,pumilionum,,0.048,
Fungi,Rhizopogon,roseolus,,0.09,
Fungi,Rhizopogon,roseolus,,0.095,
Fungi,Rhizopogon,roseolus,,0.097,
Fungi,Rhizopogon,salebrosus,,0.084,
Fungi,Rhizopogon,smithii,,0.047,
Fungi,Rhizopogon,vinicolor,,0.036,
Fungi,Rhizopogon,vinicolor,,0.037,
Fungi,Scleroderma,citrinum,,0.054,
Fungi,Scleroderma,citrinum,,0.057,
Fungi,Serpula,himantioides,,0.071,
Fungi,Serpula,himantioides,,0.074,
Fungi,Serpula,lacrymans,,0.043,
Fungi,Serpula,lacrymans,,0.044,
Fungi,Serpula,lacrymans,,0.044,
Fungi,Serpula,lacrymans,,0.047,
Fungi,Serpula,lacrymans,,0.048,
Fungi,Serpula,lacrymans,,0.049,
Fungi,Serpula,lacrymans,,0.049,
Fungi,Serpula,lacrymans,,0.05,
Fungi,Serpula,lacrymans,,0.052,
Fungi,Strobilomyces,confusus,,0.086,
Fungi,Strobilomyces,strobilaceus,,0.084,
Fungi,Strobilomyces,strobilaceus,,0.096,
Fungi,Suillus,acidus,,0.031,
Fungi,Suillus,albidipes,,0.066,
Fungi,Suillus,americanus,,0.035,
Fungi,Suillus,americanus,,0.036,
Fungi,Suillus,americanus,,0.038,
Fungi,Suillus,ampliporus,,0.06,
Fungi,Suillus,bovinus,,0.049,
Fungi,Suillus,bovinus,,0.062,
Fungi,Suillus,bovinus,,0.064,
Fungi,Suillus,bovinus,,0.065,
Fungi,Suillus,bovinus,,0.066,
Fungi,Suillus,bovinus,,0.071,
Fungi,Suillus,bovinus,,0.072,
Fungi,Suillus,brevipes,,0.053,
Fungi,Suillus,brevipes,,0.053,
Fungi,Suillus,brevipes,,0.066,
Fungi,Suillus,cavipes,,0.046,
Fungi,Suillus,cavipes,,0.046,
Fungi,Suillus,cavipes,,0.05,
Fungi,Suillus,collinitus,,0.065,
Fungi,Suillus,collinitus,,0.085,
Fungi,Suillus,cothurnatus,,0.033,
Fungi,Suillus,cothurnatus,,0.035,
Fungi,Suillus,cothurnatus,,0.097,
Fungi,Suillus,glandulosus,,0.034,
Fungi,Suillus,granulatus,,0.06,
Fungi,Suillus,granulatus,,0.061,
Fungi,Suillus,granulatus,,0.061,
Fungi,Suillus,granulatus,,0.062,
Fungi,Suillus,granulatus,,0.063,
Fungi,Suillus,grevillei,,0.063,
Fungi,Suillus,grevillei,,0.066,
Fungi,Suillus,grevillei,,0.068,
Fungi,Suillus,grevillei,,0.069,
Fungi,Suillus,grevillei,,0.071,
Fungi,Suillus,grevillei,,0.071,
Fungi,Suillus,grevillei,,0.072,
Fungi,Suillus,luteus,,0.038,
Fungi,Suillus,luteus,,0.064,
Fungi,Suillus,luteus,,0.064,
Fungi,Suillus,luteus,,0.068,
Fungi,Suillus,luteus,,0.069,
Fungi,Suillus,pictus,,0.027,
Fungi,Suillus,placidus,,0.057,
Fungi,Suillus,placidus,,0.059,
Fungi,Suillus,placidus,,0.06,
Fungi,Suillus,placidus,,0.062,
Fungi,Suillus,placidus,,0.07,
Fungi,Suillus,sibiricus,,0.127,
Fungi,Suillus,tomentosus,,0.054,
Fungi,Suillus,tomentosus,,0.061,
Fungi,Suillus,tomentosus,,0.061,
Fungi,Suillus,tridentinus,,0.06,
Fungi,Suillus,tridentinus,,0.064,
Fungi,Suillus,tridentinus,,0.066,
Fungi,Suillus,tridentinus,,0.072,
Fungi,Suillus,tridentinus,,0.072,
Fungi,Suillus,variegatus,,0.06,
Fungi,Suillus,variegatus,,0.066,
Fungi,Suillus,variegatus,,0.066,
Fungi,Suillus,variegatus,,0.067,
Fungi,Suillus,variegatus,,0.068,
Fungi,Suillus,variegatus,,0.069,
Fungi,Suillus,variegatus,,0.072,
Fungi,Suillus,variegatus,,0.072,
Fungi,Suillus,viscidus,,0.046,
Fungi,Suillus,viscidus,,0.047,
Fungi,Suillus,viscidus,,0.05,
Fungi,Suillus,viscidus,,0.05,
Fungi,Suillus,viscidus,,0.053,
Fungi,Suillus,viscidus,,0.055,
Fungi,Suillus,viscidus,,0.056,
Fungi,Tapinella,atrotomentosa,,0.049,
Fungi,Tapinella,atrotomentosa,,0.05,
Fungi,Tapinella,atrotomentosa,,0.052,
Fungi,Tapinella,atrotomentosa,,0.055,
Fungi,Tapinella,atrotomentosa,,0.056,
Fungi,Tapinella,panuoides,,0.048,
Fungi,Tapinella,panuoides,,0.05,
Fungi,Tapinella,panuoides,,0.052,
Fungi,Tapinella,panuoides,,0.053,
Fungi,Tapinella,panuoides,,0.053,
Fungi,Tapinella,panuoides,,0.055,
Fungi,Tapinella,panuoides,,0.057,
Fungi,Tylopilus,alboater,,0.069,
Fungi,Tylopilus,felleus,,0.072,
Fungi,Tylopilus,felleus,,0.076,
Fungi,Tylopilus,rubrobrunneus,,0.069,
Fungi,Xanthoconium,affine,,0.076,
Fungi,Xanthoconium,separans,,0.044,
Fungi,Xerocomus,castanellus,,0.036,
Fungi,Botryobasidium,vagum,,0.048,
Fungi,Clavulina,sp.,,0.043,
Fungi,Tulasnella,calospora,,0.064,
Fungi,Dendrothele,bispora,,0.134,
Fungi,Punctularia,strigosozonata,,0.035,
Fungi,Vuilleminia,comedens,,0.061,
Fungi,Calocera,cornea,,0.034,
Fungi,Calocera,viscosa,,0.03,
Fungi,Dacryopinax,sp.,,0.03,
Fungi,Erythrobasidium,hasegawianum,,0.042,
Fungi,Heterogastridium,pycnidioideum,,0.018,
Fungi,Exobasidium,vaccinii,,,
Fungi,Cryptococcus,gattii,,0.018,
Fungi,Cryptococcus,gattii,,0.018,
Fungi,Cryptococcus,gattii,,0.018,
Fungi,Cryptococcus,gattii,,0.018,
Fungi,Cryptococcus,gattii,,0.018,
Fungi,Cryptococcus,gattii,,0.018,
Fungi,Cryptococcus,gattii,,0.018,
Fungi,Cryptococcus,gattii,,0.018,
Fungi,Cryptococcus,gattii,,0.02,
Fungi,Cryptococcus,neoformans,,0.019,
Fungi,Cryptococcus,neoformans,,0.02,
Fungi,Cryptococcus,neoformans,,0.02,
Fungi,Cryptococcus,neoformans,,0.02,
Fungi,Cryptococcus,neoformans,,0.02,
Fungi,Cryptococcus,neoformans,,0.021,
Fungi,Cryptococcus,neoformans,,0.021,
Fungi,Cryptococcus,neoformans,,0.025,
Fungi,Cryptococcus,vishniacii,,0.02,
Fungi,Sphaerobolus,stellatus,,0.18,
Fungi,Tilletiaria,anomala,,0.019,
Fungi,Gloeophyllum,trabeum,,0.038,
Fungi,Ramaria,rubella,,0.108,
Fungi,Fomitiporia,mediterranea,,0.065,
Fungi,Phellinus,ialni,,0.05,
Fungi,Phellinus,ialni,,0.05,
Fungi,Phellinus,ialni,,0.057,
Fungi,Phellinus,ialni,,0.065,
Fungi,Phellinus,igniarius,,0.041,
Fungi,Phellinus,igniarius,,0.08,
Fungi,Phellinus,laevigatus,,0.033,
Fungi,Phellinus,noxius,,0.032,
Fungi,Phellinus,punctatus,,0.058,
Fungi,Phellinus,punctatus,,0.062,
Fungi,Phellinus,punctatus,,0.062,
Fungi,Phellinus,punctatus,,0.064,
Fungi,Phellinus,punctatus,,0.066,
Fungi,Rickenella,mellea,,0.047,
Fungi,Schizopora,paradoxa,,0.045,
Fungi,Trichaptum,abietinum,,0.042,
Fungi,Rhodotorula,sp.,,0.021,
Fungi,Malassezia,globosa,,0.009,
Fungi,Malassezia,globosa,,0.009,
Fungi,Malassezia,sympodialis,,0.008,
Fungi,Microbotryum,violaceum,,0.026,
Fungi,Mixia,osmundae,,0.014,
Fungi,Cenococcum,geophilum,,0.208,
Fungi,Gautieria,otthii,,0.066,
Fungi,Antrodia,sinuosa,,0.031,
Fungi,Bjerkandera,adusta,,0.044,
Fungi,Ceriporiopsis,subvermispora,,0.04,
Fungi,Ceriporiopsis,subvermispora,,0.04,
Fungi,Cerrena,unicolor,,0.037,
Fungi,Climacocystis,borealis,,0.053,
Fungi,Daedalea,quercina,,0.033,
Fungi,Dichomitus,squalens,,0.044,
Fungi,Fibroporia,radiculosa,,0.029,
Fungi,Fomitopsis,palustris,,0.045,
Fungi,Fomitopsis,pinicola,,0.043,
Fungi,Fomitopsis,pinicola,,0.047,
Fungi,Fomitopsis,pinicola,,0.047,
Fungi,Ganoderma,orbiforme,,0.041,
Fungi,Ganoderma,orbiforme,,0.044,
Fungi,Ganoderma,orbiforme,,0.045,
Fungi,Ganoderma,orbiforme,,0.062,
Fungi,Ganoderma,sinense,,0.05,
Fungi,Ganoderma,sp.,,0.04,
Fungi,Grammothele,lineata,,0.044,
Fungi,Grifola,frondosa,,0.04,
Fungi,Irpex,lacteus,,0.045,
Fungi,Laetiporus,sulphureus,,0.041,
Fungi,Leiotrametes,sp.,,0.035,
Fungi,Lentinus,brumalis,,0.055,
Fungi,Lentinus,polychrous,,0.039,
Fungi,Lentinus,tigrinus,,0.041,
Fungi,Lentinus,tigrinus,,0.041,
Fungi,Lenzites,elegans,,0.034,
Fungi,Lignosus,rhinocerus,,0.035,
Fungi,Neolentinus,lepideus,,0.036,
Fungi,Phanerochaete,carnosa,,0.047,
Fungi,Phanerochaete,chrysosporium,,0.03,
Fungi,Phanerochaete,chrysosporium,,0.031,
Fungi,Phanerochaete,chrysosporium,,0.036,
Fungi,Phanerochaete,chrysosporium,,0.04,
Fungi,Phlebia,brevispora,,0.051,
Fungi,Phlebia,centrifuga,,0.036,
Fungi,Phlebiopsis,gigantea,,0.031,
Fungi,Physisporinus,rivulosus,,0.035,
Fungi,Polyporus,arcularius,,0.044,
Fungi,Postia,placenta,,0.034,
Fungi,Postia,placenta,,0.043,
Fungi,Postia,placenta,,0.093,
Fungi,Pycnoporus,cinnabarinus,,0.034,
Fungi,Pycnoporus,cinnabarinus,,0.036,
Fungi,Pycnoporus,coccineus,,0.033,
Fungi,Pycnoporus,coccineus,,0.033,
Fungi,Pycnoporus,sanguineus,,0.037,
Fungi,Sparassis,latifolia,,0.049,
Fungi,Taiwanofungus,camphoratus,,0.033,
Fungi,Trametes,coccinea,,0.032,
Fungi,Trametes,coccinea,,0.033,
Fungi,Trametes,hirsuta,,0.038,
Fungi,Trametes,ljubarskyi,,0.035,
Fungi,Trametes,meyenii,,0.036,
